Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2918,Vegetables,2017,2017,kcal/capita/day,57,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2918,Vegetables,2014,2014,g/capita/day,3.04,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2918,Vegetables,2015,2015,g/capita/day,2.9,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2918,Vegetables,2016,2016,g/capita/day,2.94,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2918,Vegetables,2017,2017,g/capita/day,3.05,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2918,Vegetables,2014,2014,g/capita/day,0.45,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2918,Vegetables,2015,2015,g/capita/day,0.42,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2918,Vegetables,2016,2016,g/capita/day,0.43,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2918,Vegetables,2017,2017,g/capita/day,0.45,Fc,Calculated data
FBS,New Food Balances,100,India,5142,Food,2919,Fruits - Excluding Wine,2014,2014,1000 tonnes,75178,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2919,Fruits - Excluding Wine,2015,2015,1000 tonnes,74293,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2919,Fruits - Excluding Wine,2016,2016,1000 tonnes,75184,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2919,Fruits - Excluding Wine,2017,2017,1000 tonnes,77230,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2919,Fruits - Excluding Wine,2014,2014,kg,58.03,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2919,Fruits - Excluding Wine,2015,2015,kg,56.71,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2919,Fruits - Excluding Wine,2016,2016,kg,56.76,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2919,Fruits - Excluding Wine,2017,2017,kg,57.69,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2919,Fruits - Excluding Wine,2014,2014,kcal/capita/day,73,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2919,Fruits - Excluding Wine,2015,2015,kcal/capita/day,71,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2919,Fruits - Excluding Wine,2016,2016,kcal/capita/day,71,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2919,Fruits - Excluding Wine,2017,2017,kcal/capita/day,72,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2919,Fruits - Excluding Wine,2014,2014,g/capita/day,0.88,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2919,Fruits - Excluding Wine,2015,2015,g/capita/day,0.86,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2919,Fruits - Excluding Wine,2016,2016,g/capita/day,0.86,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2919,Fruits - Excluding Wine,2017,2017,g/capita/day,0.87,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2919,Fruits - Excluding Wine,2014,2014,g/capita/day,0.48,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2919,Fruits - Excluding Wine,2015,2015,g/capita/day,0.47,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2919,Fruits - Excluding Wine,2016,2016,g/capita/day,0.46,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2919,Fruits - Excluding Wine,2017,2017,g/capita/day,0.46,Fc,Calculated data
FBS,New Food Balances,100,India,5142,Food,2922,Stimulants,2014,2014,1000 tonnes,1016,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2922,Stimulants,2015,2015,1000 tonnes,1026,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2922,Stimulants,2016,2016,1000 tonnes,1029,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2922,Stimulants,2017,2017,1000 tonnes,1073,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2922,Stimulants,2014,2014,kg,0.78,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2922,Stimulants,2015,2015,kg,0.78,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2922,Stimulants,2016,2016,kg,0.78,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2922,Stimulants,2017,2017,kg,0.8,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2922,Stimulants,2014,2014,kcal/capita/day,1,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2922,Stimulants,2015,2015,kcal/capita/day,1,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2922,Stimulants,2016,2016,kcal/capita/day,1,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2922,Stimulants,2017,2017,kcal/capita/day,1,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2922,Stimulants,2014,2014,g/capita/day,0.23,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2922,Stimulants,2015,2015,g/capita/day,0.22,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2922,Stimulants,2016,2016,g/capita/day,0.22,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2922,Stimulants,2017,2017,g/capita/day,0.23,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2922,Stimulants,2014,2014,g/capita/day,0.02,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2922,Stimulants,2015,2015,g/capita/day,0.01,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2922,Stimulants,2016,2016,g/capita/day,0.02,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2922,Stimulants,2017,2017,g/capita/day,0.02,Fc,Calculated data
FBS,New Food Balances,100,India,5142,Food,2923,Spices,2014,2014,1000 tonnes,3318,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2923,Spices,2015,2015,1000 tonnes,3336,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2923,Spices,2016,2016,1000 tonnes,3921,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2923,Spices,2017,2017,1000 tonnes,4651,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2923,Spices,2014,2014,kg,2.56,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2923,Spices,2015,2015,kg,2.55,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2923,Spices,2016,2016,kg,2.96,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2923,Spices,2017,2017,kg,3.47,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2923,Spices,2014,2014,kcal/capita/day,22,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2923,Spices,2015,2015,kcal/capita/day,22,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2923,Spices,2016,2016,kcal/capita/day,25,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2923,Spices,2017,2017,kcal/capita/day,30,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2923,Spices,2014,2014,g/capita/day,0.8,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2923,Spices,2015,2015,g/capita/day,0.79,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2923,Spices,2016,2016,g/capita/day,0.91,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2923,Spices,2017,2017,g/capita/day,1.07,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2923,Spices,2014,2014,g/capita/day,0.67,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2923,Spices,2015,2015,g/capita/day,0.69,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2923,Spices,2016,2016,g/capita/day,0.77,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2923,Spices,2017,2017,g/capita/day,0.91,Fc,Calculated data
FBS,New Food Balances,100,India,5142,Food,2924,Alcoholic Beverages,2014,2014,1000 tonnes,2474,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2924,Alcoholic Beverages,2015,2015,1000 tonnes,2855,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2924,Alcoholic Beverages,2016,2016,1000 tonnes,2793,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2924,Alcoholic Beverages,2017,2017,1000 tonnes,2789,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2924,Alcoholic Beverages,2014,2014,kg,1.91,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2924,Alcoholic Beverages,2015,2015,kg,2.18,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2924,Alcoholic Beverages,2016,2016,kg,2.11,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2924,Alcoholic Beverages,2017,2017,kg,2.08,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2924,Alcoholic Beverages,2014,2014,kcal/capita/day,14,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2924,Alcoholic Beverages,2015,2015,kcal/capita/day,15,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2924,Alcoholic Beverages,2016,2016,kcal/capita/day,14,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2924,Alcoholic Beverages,2017,2017,kcal/capita/day,13,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2924,Alcoholic Beverages,2014,2014,g/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2924,Alcoholic Beverages,2015,2015,g/capita/day,0.01,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2924,Alcoholic Beverages,2016,2016,g/capita/day,0.01,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2924,Alcoholic Beverages,2017,2017,g/capita/day,0.01,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2924,Alcoholic Beverages,2014,2014,g/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2924,Alcoholic Beverages,2015,2015,g/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2924,Alcoholic Beverages,2016,2016,g/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2924,Alcoholic Beverages,2017,2017,g/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,5142,Food,2943,Meat,2014,2014,1000 tonnes,4537,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2943,Meat,2015,2015,1000 tonnes,4806,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2943,Meat,2016,2016,1000 tonnes,4990,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2943,Meat,2017,2017,1000 tonnes,5060,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2943,Meat,2014,2014,kg,3.5,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2943,Meat,2015,2015,kg,3.67,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2943,Meat,2016,2016,kg,3.77,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2943,Meat,2017,2017,kg,3.78,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2943,Meat,2014,2014,kcal/capita/day,14,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2943,Meat,2015,2015,kcal/capita/day,15,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2943,Meat,2016,2016,kcal/capita/day,15,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2943,Meat,2017,2017,kcal/capita/day,15,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2943,Meat,2014,2014,g/capita/day,1.24,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2943,Meat,2015,2015,g/capita/day,1.29,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2943,Meat,2016,2016,g/capita/day,1.32,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2943,Meat,2017,2017,g/capita/day,1.33,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2943,Meat,2014,2014,g/capita/day,0.98,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2943,Meat,2015,2015,g/capita/day,1,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2943,Meat,2016,2016,g/capita/day,1.02,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2943,Meat,2017,2017,g/capita/day,1.03,Fc,Calculated data
FBS,New Food Balances,100,India,5142,Food,2945,Offals,2014,2014,1000 tonnes,406,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2945,Offals,2015,2015,1000 tonnes,401,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2945,Offals,2016,2016,1000 tonnes,395,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2945,Offals,2017,2017,1000 tonnes,439,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2945,Offals,2014,2014,kg,0.31,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2945,Offals,2015,2015,kg,0.31,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2945,Offals,2016,2016,kg,0.3,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2945,Offals,2017,2017,kg,0.33,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2945,Offals,2014,2014,kcal/capita/day,1,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2945,Offals,2015,2015,kcal/capita/day,1,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2945,Offals,2016,2016,kcal/capita/day,1,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2945,Offals,2017,2017,kcal/capita/day,1,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2945,Offals,2014,2014,g/capita/day,0.15,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2945,Offals,2015,2015,g/capita/day,0.15,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2945,Offals,2016,2016,g/capita/day,0.14,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2945,Offals,2017,2017,g/capita/day,0.16,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2945,Offals,2014,2014,g/capita/day,0.03,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2945,Offals,2015,2015,g/capita/day,0.03,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2945,Offals,2016,2016,g/capita/day,0.03,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2945,Offals,2017,2017,g/capita/day,0.03,Fc,Calculated data
FBS,New Food Balances,100,India,5142,Food,2946,Animal fats,2014,2014,1000 tonnes,43,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2946,Animal fats,2015,2015,1000 tonnes,42,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2946,Animal fats,2016,2016,1000 tonnes,41,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2946,Animal fats,2017,2017,1000 tonnes,42,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2946,Animal fats,2014,2014,kg,0.03,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2946,Animal fats,2015,2015,kg,0.03,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2946,Animal fats,2016,2016,kg,0.03,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2946,Animal fats,2017,2017,kg,0.03,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2946,Animal fats,2014,2014,kcal/capita/day,70,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2946,Animal fats,2015,2015,kcal/capita/day,72,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2946,Animal fats,2016,2016,kcal/capita/day,73,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2946,Animal fats,2017,2017,kcal/capita/day,75,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2946,Animal fats,2014,2014,g/capita/day,0.04,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2946,Animal fats,2015,2015,g/capita/day,0.04,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2946,Animal fats,2016,2016,g/capita/day,0.04,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2946,Animal fats,2017,2017,g/capita/day,0.04,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2946,Animal fats,2014,2014,g/capita/day,7.93,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2946,Animal fats,2015,2015,g/capita/day,8.13,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2946,Animal fats,2016,2016,g/capita/day,8.29,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2946,Animal fats,2017,2017,g/capita/day,8.51,Fc,Calculated data
FBS,New Food Balances,100,India,5142,Food,2949,Eggs,2014,2014,1000 tonnes,3627,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2949,Eggs,2015,2015,1000 tonnes,3818,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2949,Eggs,2016,2016,1000 tonnes,4077,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2949,Eggs,2017,2017,1000 tonnes,4349,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2949,Eggs,2014,2014,kg,2.8,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2949,Eggs,2015,2015,kg,2.91,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2949,Eggs,2016,2016,kg,3.08,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2949,Eggs,2017,2017,kg,3.25,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2949,Eggs,2014,2014,kcal/capita/day,11,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2949,Eggs,2015,2015,kcal/capita/day,11,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2949,Eggs,2016,2016,kcal/capita/day,12,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2949,Eggs,2017,2017,kcal/capita/day,12,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2949,Eggs,2014,2014,g/capita/day,0.82,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2949,Eggs,2015,2015,g/capita/day,0.85,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2949,Eggs,2016,2016,g/capita/day,0.9,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2949,Eggs,2017,2017,g/capita/day,0.95,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2949,Eggs,2014,2014,g/capita/day,0.75,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2949,Eggs,2015,2015,g/capita/day,0.78,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2949,Eggs,2016,2016,g/capita/day,0.82,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2949,Eggs,2017,2017,g/capita/day,0.87,Fc,Calculated data
FBS,New Food Balances,100,India,5142,Food,2948,Milk - Excluding Butter,2014,2014,1000 tonnes,117289,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2948,Milk - Excluding Butter,2015,2015,1000 tonnes,126191,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2948,Milk - Excluding Butter,2016,2016,1000 tonnes,133974,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2948,Milk - Excluding Butter,2017,2017,1000 tonnes,141981,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2948,Milk - Excluding Butter,2014,2014,kg,90.53,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2948,Milk - Excluding Butter,2015,2015,kg,96.32,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2948,Milk - Excluding Butter,2016,2016,kg,101.15,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2948,Milk - Excluding Butter,2017,2017,kg,106.06,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2948,Milk - Excluding Butter,2014,2014,kcal/capita/day,140,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2948,Milk - Excluding Butter,2015,2015,kcal/capita/day,149,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2948,Milk - Excluding Butter,2016,2016,kcal/capita/day,156,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2948,Milk - Excluding Butter,2017,2017,kcal/capita/day,164,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2948,Milk - Excluding Butter,2014,2014,g/capita/day,8.79,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2948,Milk - Excluding Butter,2015,2015,g/capita/day,9.3,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2948,Milk - Excluding Butter,2016,2016,g/capita/day,9.76,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2948,Milk - Excluding Butter,2017,2017,g/capita/day,10.21,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2948,Milk - Excluding Butter,2014,2014,g/capita/day,6.26,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2948,Milk - Excluding Butter,2015,2015,g/capita/day,6.7,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2948,Milk - Excluding Butter,2016,2016,g/capita/day,7,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2948,Milk - Excluding Butter,2017,2017,g/capita/day,7.38,Fc,Calculated data
FBS,New Food Balances,100,India,5142,Food,2960,"Fish, Seafood",2014,2014,1000 tonnes,8033,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2960,"Fish, Seafood",2015,2015,1000 tonnes,8406,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2960,"Fish, Seafood",2016,2016,1000 tonnes,8723,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2960,"Fish, Seafood",2017,2017,1000 tonnes,9240,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",2014,2014,kg,6.2,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",2015,2015,kg,6.42,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",2016,2016,kg,6.59,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",2017,2017,kg,6.9,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",2014,2014,kcal/capita/day,11,Fc,Calculated data
